company_name,count_salary_from_pln,mean_salary_from_pln,median_salary_from_pln,min_salary_from_pln,max_salary_from_pln,std_salary_from_pln
Crimson Panda,30,24333.333333333332,25000.0,18000.0,30000.0,5005.743827281597
CrustLab,1,20000.0,20000.0,20000.0,20000.0,
Cryptocurrency Software Solutions,19,28000.0,28000.0,28000.0,28000.0,0.0
Currenda,1,5000.0,5000.0,5000.0,5000.0,
Customertimes,2,22522.5,22522.5,19305.0,25740.0,4550.232136935433
Cyfrowa Foto Sp. zo.o.,1,13000.0,13000.0,13000.0,13000.0,
DB Schenker Technology Center,1,14400.0,14400.0,14400.0,14400.0,
DCG ,9,18466.555555555555,18500.0,14000.0,25200.0,3748.1150966556215
DELVE,2,5000.0,5000.0,5000.0,5000.0,0.0
DEVTALENTS,2,15095.0,15095.0,8350.0,21840.0,9538.870478206527
DEVnet HPS,2,10000.0,10000.0,7000.0,13000.0,4242.640687119285
DNA Technology,16,20212.5,22050.0,14700.0,22050.0,3287.019926924691
DNV,5,16700.0,16700.0,16700.0,16700.0,0.0
DO OK • Life-changing software services,8,13437.5,13000.0,7500.0,18000.0,2969.3373479135516
DPDgroup IT Solutions,1,12000.0,12000.0,12000.0,12000.0,
DTiQ Poland SP. z o.o.,1,4000.0,4000.0,4000.0,4000.0,
Daftmobile,3,17000.0,17000.0,17000.0,17000.0,0.0
DahliaMatic Sp. z o.o.,5,20400.0,20000.0,17000.0,24000.0,3507.1355833500365
Dark Passenger,6,15000.0,15000.0,12000.0,18000.0,3286.335345030997
Dassault Systemes,3,11000.0,12000.0,9000.0,12000.0,1732.0508075688772
DataArt,2,23000.0,23000.0,23000.0,23000.0,0.0
DataWalk,4,12250.0,9000.0,9000.0,22000.0,6500.0
Dataedo,19,14473.684210526315,13000.0,6000.0,17000.0,2835.6543640780014
Datumo,13,14384.615384615385,14000.0,8000.0,25000.0,3594.8681370916684
David Kennedy Recruitment,1,38915.11,38915.11,38915.11,38915.11,
David Kennedy Recruitment Inc.,2,25682.665,25682.665,21010.329999999998,30355.0,6607.679524950496
Daytrip,9,32690.0,32690.0,32690.0,32690.0,0.0
Dealavo,1,13000.0,13000.0,13000.0,13000.0,
Decerto,23,19153.043478260868,16800.0,15000.0,23520.0,4290.770681763159
Degree,2,22000.0,22000.0,22000.0,22000.0,0.0
Deloitte Polska,1,9000.0,9000.0,9000.0,9000.0,
Detable,3,20160.0,20160.0,20160.0,20160.0,0.0
Devapo,2,22000.0,22000.0,12000.0,32000.0,14142.13562373095
Devbridge,2,24000.0,24000.0,24000.0,24000.0,0.0
Develtio,10,6260.0,5000.0,3200.0,11000.0,3052.2123124055443
Deviniti,3,13500.0,13500.0,13500.0,13500.0,0.0
Devire,48,19724.166666666668,20160.0,8000.0,30240.0,5736.2141245136145
Devqube Sp. z o.o.,3,12000.0,12000.0,12000.0,12000.0,0.0
DevsData,1,20000.0,20000.0,20000.0,20000.0,
DevsData LLC,42,25202.47619047619,20000.0,5604.0,42000.0,10814.278971348527
Dietly.pl,2,12000.0,12000.0,12000.0,12000.0,0.0
Digital Colliers,2,13500.0,13500.0,9000.0,18000.0,6363.961030678927
Digital Fingerprints,1,15500.0,15500.0,15500.0,15500.0,
Digital First AI,20,13050.0,13000.0,13000.0,14000.0,223.6067977499789
Digiteum,4,16000.0,16000.0,16000.0,16000.0,0.0
Direct Communication,9,25888.88888888889,25000.0,25000.0,30000.0,1691.48192751537
Displate,10,19300.0,20000.0,14000.0,24000.0,4110.960958218894
Distribusion Technologies,14,28020.0,28020.0,28020.0,28020.0,0.0
Divante,16,18913.75,19740.0,7000.0,26880.0,6345.714433116784
Done Deliveries Sp. z o.o. SK.,5,11500.0,11500.0,11500.0,11500.0,0.0
Drata,1,23234.64,23234.64,23234.64,23234.64,
Droplo,3,14666.666666666666,15000.0,9000.0,20000.0,5507.570547286102
Drukarnia Interak,9,10000.0,10000.0,10000.0,10000.0,0.0
Duco,38,19000.0,19000.0,16000.0,22000.0,3040.2702582571897
Dynatrace,13,14000.615384615385,16000.0,6000.0,32000.0,7549.128311031033
E Net Production Sp. z o.o.,2,11500.0,11500.0,10000.0,13000.0,2121.3203435596424
E-Instytucja.pl,1,8000.0,8000.0,8000.0,8000.0,
EENGINE Sp. z o.o.,12,10000.0,10000.0,8000.0,12000.0,1705.6057308448837
EG EXTENSA sp. z o.o. sp.k.,2,6750.0,6750.0,4500.0,9000.0,3181.9805153394636
EPAM Systems,3,18472.0,18816.0,15500.0,21100.0,2815.8039704496477
ERLI,1,5000.0,5000.0,5000.0,5000.0,
ERLI S.A.,7,14285.714285714286,15000.0,10000.0,15000.0,1889.8223650461364
EWL powered by SyncHRoner,5,13800.0,15000.0,9000.0,15000.0,2683.281572999748
EXSO,1,10000.0,10000.0,10000.0,10000.0,
Eagle Eye Staffing Solutions,2,21482.0,21482.0,20548.0,22416.0,1320.8754672564708
Eagle Recruitment,7,18957.14285714286,15000.0,4000.0,46700.0,14007.599977971144
EcoChain,4,12000.0,12000.0,12000.0,12000.0,0.0
EcoVadis,8,26500.0,26500.0,25000.0,28000.0,1603.567451474546
Edgeteq,4,12000.0,12000.0,12000.0,12000.0,0.0
Efigence,2,20500.0,20500.0,15000.0,26000.0,7778.174593052023
Egnyte Poland,22,15454.545454545454,16000.0,12000.0,18000.0,1993.4959177349656
Eiffage Polska Serwis,2,10000.0,10000.0,10000.0,10000.0,0.0
Elsewhen,14,14010.0,14010.0,14010.0,14010.0,0.0
Emerge Soft,1,24000.0,24000.0,24000.0,24000.0,
Emersoft LTD,1,12870.0,12870.0,12870.0,12870.0,
Empik,1,21000.0,21000.0,21000.0,21000.0,
Emplo,1,8000.0,8000.0,8000.0,8000.0,
Endava,18,19666.666666666668,19000.0,17000.0,24000.0,2520.5041512504176
Envirly,3,10000.0,10000.0,10000.0,10000.0,0.0
Enxoo,15,15733.333333333334,19000.0,12000.0,19000.0,3614.784456460256
Epicode Sp. z o.o.,2,7000.0,7000.0,5000.0,9000.0,2828.42712474619
Erbis,3,20000.0,20000.0,20000.0,20000.0,0.0
Esotiq & Henderson S.A.,4,15250.0,15500.0,12000.0,18000.0,3201.5621187164247
Espeo Software,2,18180.0,18180.0,14520.0,21840.0,5176.021638285528
Euro-Tax.pl,5,6850.0,6850.0,6850.0,6850.0,0.0
Euvic S.A.,1,20160.0,20160.0,20160.0,20160.0,
Evertz,20,16350.0,16000.0,16000.0,23000.0,1565.2475842498527
Evolution,5,21853.6,27500.0,12768.0,28500.0,8198.668477258976
Ework Group,1,20160.0,20160.0,20160.0,20160.0,
Exact Systems Sp. z o.o.,1,10000.0,10000.0,10000.0,10000.0,
Exadel Poland sp. z o.o.,6,24166.666666666668,25000.0,18000.0,27000.0,3125.1666622224593
Exatel S.A.,2,15000.0,15000.0,15000.0,15000.0,0.0
Execon,3,10000.0,10000.0,10000.0,10000.0,0.0
Exlabs Software Ltd,2,8500.0,8500.0,8000.0,9000.0,707.1067811865476
Exness,2,18680.0,18680.0,18680.0,18680.0,0.0
Experis Manpower Group,26,28993.46153846154,28560.0,5000.0,60480.0,12915.112680052836
FC.APP,1,6000.0,6000.0,6000.0,6000.0,
FELG Software,1,6000.0,6000.0,6000.0,6000.0,
FIBARO,3,16000.0,16000.0,16000.0,16000.0,0.0
FINANTEQ,12,13500.0,13500.0,13500.0,13500.0,0.0
FLOWAIR Sp. z o.o.,3,10000.0,10000.0,10000.0,10000.0,0.0
FORCOM Sp. z o.o.,3,14000.0,14000.0,14000.0,14000.0,0.0
FRIDAY Technology,1,20000.0,20000.0,20000.0,20000.0,
FRU.PL,1,9000.0,9000.0,9000.0,9000.0,
Fabres,7,16800.0,16800.0,16800.0,16800.0,0.0
Falck IT Poland Sp. z o.o.,5,15900.0,16000.0,13500.0,18000.0,1746.4249196572982
Fast White Cat,2,9500.0,9500.0,9000.0,10000.0,707.1067811865476
Fideli Sp. z o. o.,1,10000.0,10000.0,10000.0,10000.0,
FinTech Development Program,4,6000.0,6000.0,6000.0,6000.0,0.0
Finbi,2,16800.0,16800.0,16800.0,16800.0,0.0
Finestmedia,3,20000.0,20000.0,20000.0,20000.0,0.0
Fingoweb,3,7000.0,7000.0,7000.0,7000.0,0.0
Finitec Sp. Z o.o.,1,12800.0,12800.0,12800.0,12800.0,
Finkorp,11,7000.0,7000.0,7000.0,7000.0,0.0
Finteum,1,12000.0,12000.0,12000.0,12000.0,
First Line Software,2,18000.0,18000.0,18000.0,18000.0,0.0
Flaire,2,12550.0,12550.0,10000.0,15100.0,3606.2445840513924
Flying Bisons,2,12000.0,12000.0,12000.0,12000.0,0.0
Flyps,11,20727.272727272728,22000.0,8000.0,22000.0,4221.158824088691
Focus Telecom Polska,1,12000.0,12000.0,12000.0,12000.0,
Focusly Sp. z o.o.,10,16000.0,16000.0,16000.0,16000.0,0.0
Foodsi Sp. z o.o.,1,18000.0,18000.0,18000.0,18000.0,
Formel D,1,13000.0,13000.0,13000.0,13000.0,
Frends,1,12000.0,12000.0,12000.0,12000.0,
Froggly,1,21000.0,21000.0,21000.0,21000.0,
From Poland With Dev,9,19333.333333333332,22500.0,13000.0,22500.0,4750.0
FrontiersMarket,1,17160.0,17160.0,17160.0,17160.0,
Fudo Security,3,13333.333333333334,12000.0,10000.0,18000.0,4163.331998932265
Fujitsu Technology Solutions Sp. z o.o.,16,9196.875,7500.0,6000.0,18000.0,3955.8593145695486
Future Mind,5,12800.0,16000.0,8000.0,16000.0,4381.780460041329
Future Processing,20,23100.0,23300.0,19300.0,23300.0,894.4271909999154
G&L Consulting Group,6,21336.666666666668,20000.0,18000.0,28020.0,3509.995251658707
GAMIVO S.A.,1,6000.0,6000.0,6000.0,6000.0,
GET IT TOGETHER Sp. z o.o.,2,15000.0,15000.0,15000.0,15000.0,0.0
GGS IT Consulting,13,7000.0,7000.0,7000.0,7000.0,0.0
GN,4,25870.0,27620.0,18000.0,30240.0,5799.068890778933
GRUPA TRANSPORTOWA,4,5000.0,5000.0,5000.0,5000.0,0.0
GTV OFFICE,5,7500.0,7500.0,7500.0,7500.0,0.0
GameDev Tube,2,15000.0,15000.0,15000.0,15000.0,0.0
Gamesture Sp. z o.o.,1,8000.0,8000.0,8000.0,8000.0,
GeoComply,3,8000.0,8000.0,8000.0,8000.0,0.0
Geotronics Dystrybucja Sp. z o.o.,7,9571.42857142857,10000.0,9000.0,10000.0,534.5224838248489
GetInData | Part of Xebia,6,20950.0,20100.0,20100.0,25200.0,2082.0662813657013
Gibbs Hybrid Poland,13,23384.615384615383,25000.0,18000.0,25000.0,3069.7030675746023
Giga Techspace,1,18000.0,18000.0,18000.0,18000.0,
Glimpse Analytics,1,32000.0,32000.0,32000.0,32000.0,
Global4net,1,16000.0,16000.0,16000.0,16000.0,
GoWork.pl,1,12000.0,12000.0,12000.0,12000.0,
Goelett,2,20000.0,20000.0,20000.0,20000.0,0.0
Grape Up,15,16380.0,16000.0,12000.0,22000.0,3448.229359292348
Green Cell,2,17500.0,17500.0,15000.0,20000.0,3535.5339059327375
GreenMinds Sp. z o.o.,2,18000.0,18000.0,18000.0,18000.0,0.0
GreenWay Polska,10,12000.0,12000.0,12000.0,12000.0,0.0
Growl,9,8000.0,8000.0,8000.0,8000.0,0.0
Grupa ABS,11,15000.0,15000.0,15000.0,15000.0,0.0
Grupa Blix,1,10000.0,10000.0,10000.0,10000.0,
Grupa Komputronik,1,16000.0,16000.0,16000.0,16000.0,
GuestTek,4,8500.0,8500.0,8500.0,8500.0,0.0
Guestline,1,27553.0,27553.0,27553.0,27553.0,
Guesty Inc,38,25657.894736842107,26000.0,25000.0,26000.0,480.78290821993045
GuideVision Polska,2,11000.0,11000.0,11000.0,11000.0,0.0
HAYS Poland,10,21552.0,22410.0,16000.0,27300.0,3627.2940633786816
HERE Technologies,1,13000.0,13000.0,13000.0,13000.0,
HL Tech,35,13414.285714285714,13000.0,7000.0,19500.0,4916.188316472957
HR Bank / Headhunting Agency,24,20913.333333333332,21000.0,15900.0,25000.0,2778.0547881201155
HR GO Recruitment Poland,1,8000.0,8000.0,8000.0,8000.0,
HSBC Service Delivery,80,19375.0,19000.0,9000.0,26000.0,2630.757699969607
HTD,1,5000.0,5000.0,5000.0,5000.0,
Haddad Brands,18,14083.333333333334,14000.0,14000.0,15500.0,353.5533905932738
Halfing&Petersen,8,21750.0,22000.0,18000.0,26000.0,2866.0575211055548
"Halo Radius, Inc.",1,17160.0,17160.0,17160.0,17160.0,
Handsoncode Sp. z o.o.,2,21000.0,21000.0,21000.0,21000.0,0.0
Happy Team,1,27000.0,27000.0,27000.0,27000.0,
Harbingers,1,8400.0,8400.0,8400.0,8400.0,
Hardware Direct,2,11250.0,11250.0,7500.0,15000.0,5303.300858899106
Harman Connected Services,67,17146.268656716416,16000.0,5500.0,25000.0,4505.5631726219935
Helpfind,1,5500.0,5500.0,5500.0,5500.0,
Hempel Paints,7,14000.0,14000.0,14000.0,14000.0,0.0
Heretto,21,14000.0,14000.0,14000.0,14000.0,0.0
HexOcean sp z.o.o.,4,11000.0,12500.0,4000.0,15000.0,5228.129047119373
HiQo Solutions,2,16516.5,16516.5,13299.0,19734.0,4550.232136935433
HireOne IT Recruitment,6,26333.333333333332,27000.0,20000.0,30000.0,3326.65998663324
Hostersi,3,13000.0,9000.0,9000.0,21000.0,6928.203230275509
House of Angular,3,12000.0,10000.0,5000.0,21000.0,8185.35277187245
Housecall Pro,1,36465.0,36465.0,36465.0,36465.0,
Human Group,1,20000.0,20000.0,20000.0,20000.0,
Human4Human Recruitment,9,18444.444444444445,16000.0,10000.0,23000.0,4719.934086168765
Hypatos.ai,18,22000.0,22000.0,22000.0,22000.0,0.0
IDO Electronics,2,8000.0,8000.0,8000.0,8000.0,0.0
IFIRMA S.A.,4,5500.0,5500.0,5500.0,5500.0,0.0
IMS sensory media,1,7000.0,7000.0,7000.0,7000.0,
IN Team,9,19133.333333333332,18480.0,5880.0,26880.0,6872.845116834803
INELO Polska,3,12000.0,12000.0,12000.0,12000.0,0.0
INFOBIP,2,14500.0,14500.0,12000.0,17000.0,3535.5339059327375
ING Bank Śląski,1,10000.0,10000.0,10000.0,10000.0,
INPROX,4,8000.0,8000.0,8000.0,8000.0,0.0
INSIGHT,38,24671.052631578947,22000.0,18500.0,28000.0,3280.318697003661
INVO Technologies,1,5000.0,5000.0,5000.0,5000.0,
IT Squad,3,10000.0,10000.0,10000.0,10000.0,0.0
IT360,1,17000.0,17000.0,17000.0,17000.0,
ITDS,67,17611.194029850747,18900.0,8000.0,24000.0,3463.6513061901765
ITFS,7,18234.285714285714,19300.0,11760.0,20200.0,2897.808695910625
ITFS ,4,13440.0,13440.0,13440.0,13440.0,0.0
ITLT,10,24549.0,23860.0,14000.0,35000.0,6529.908030660837
ITMAGINATION,11,16363.636363636364,16000.0,16000.0,20000.0,1206.0453783110543
ITTI,3,10000.0,10000.0,10000.0,10000.0,0.0
ITligent,33,24634.969696969696,25000.0,22000.0,28954.0,1107.3188476238588
Ice Code Games,10,5000.0,5000.0,5000.0,5000.0,0.0
Idego,4,21750.0,21000.0,20000.0,25000.0,2362.9078131263045
Ignite Procurement,4,21015.0,21015.0,21015.0,21015.0,0.0
Incubly,1,26600.0,26600.0,26600.0,26600.0,
Infakt,1,16000.0,16000.0,16000.0,16000.0,
Infinite,19,14600.0,14600.0,14600.0,14600.0,0.0
InfiniteDATA,2,12500.0,12500.0,10000.0,15000.0,3535.5339059327375
Infogain,72,19662.5,20000.0,14200.0,26000.0,4493.012963809226
Infoprojekt sp. z o. o. ,12,7000.0,7000.0,7000.0,7000.0,0.0
Infoprojekt sp. z o. o. enterprise,1,7000.0,7000.0,7000.0,7000.0,
Infopulse,3,17700.0,17700.0,17700.0,17700.0,0.0
Infor,1,19000.0,19000.0,19000.0,19000.0,
Informatica Polska Sp. z o.o.,1,9000.0,9000.0,9000.0,9000.0,
InfraByte,1,20000.0,20000.0,20000.0,20000.0,
Inhabit,4,16000.0,16000.0,16000.0,16000.0,0.0
Inkubit,1,9340.0,9340.0,9340.0,9340.0,
Inn4tech Recruitment,4,11625.0,11625.0,8000.0,15250.0,4185.789451624787
Innovation Software,2,6050.0,6050.0,4000.0,8100.0,2899.137802864845
Innovation Software Sp. z o.o.,3,17000.0,17000.0,17000.0,17000.0,0.0
Inspeerity,8,16800.0,20000.0,7200.0,22000.0,6020.91592462713
Insys Video Technologies,8,18000.0,18000.0,18000.0,18000.0,0.0
Integral Solutions,1,25000.0,25000.0,25000.0,25000.0,
Inter Cars S.A.,5,15080.0,14100.0,14100.0,19000.0,2191.346617949794
Internetum Polska,1,18000.0,18000.0,18000.0,18000.0,
Inuits,2,16470.0,16470.0,16000.0,16940.0,664.6803743153547
Isolution,4,21750.0,21000.0,21000.0,24000.0,1500.0
Itera,8,24050.5,24050.5,23350.0,24751.0,748.8659998386129
Iver Polska,10,12000.0,12000.0,12000.0,12000.0,0.0
Ivision.pl,1,8000.0,8000.0,8000.0,8000.0,
JSS associates,3,29421.0,29421.0,29421.0,29421.0,0.0
Jakdojade (City-nav Sp. z o.o.),19,10000.0,10000.0,10000.0,10000.0,0.0
JellyTech Sp. z o.o.,3,12000.0,12000.0,12000.0,12000.0,0.0
Jit Team,1,9600.0,9600.0,9600.0,9600.0,
JohnnyBros,1,7200.0,7200.0,7200.0,7200.0,
Jolera,1,12000.0,12000.0,12000.0,12000.0,
KALASOFT,1,11000.0,11000.0,11000.0,11000.0,
KLDiscovery,2,11500.0,11500.0,11000.0,12000.0,707.1067811865476
KLG Solutions Sp. z o.o.,7,10000.0,10000.0,10000.0,10000.0,0.0
KMD Poland,4,18225.0,23500.0,2400.0,23500.0,10550.0
KODLAND,10,3500.0,3500.0,3500.0,3500.0,0.0
KPMG,8,8775.0,9700.0,6000.0,9700.0,1712.7671845792202
KRYPTON Polska,2,9000.0,9000.0,9000.0,9000.0,0.0
KUBO,7,13214.285714285714,14000.0,8000.0,17000.0,3339.87453428447
Kainos,22,23181.81818181818,25000.0,11000.0,25000.0,4686.722518494983
Kalepa,5,38610.0,38610.0,38610.0,38610.0,0.0
Kaliop Poland,1,20000.0,20000.0,20000.0,20000.0,
Kaseya,10,21400.0,21000.0,10000.0,30000.0,6467.010300148147
Kearney,5,13600.0,10000.0,9500.0,21000.0,5493.177586788907
Keen Software House,1,23440.0,23440.0,23440.0,23440.0,
Keyloop,6,23500.0,23500.0,10000.0,37000.0,14788.509052639485
Kingit,1,9000.0,9000.0,9000.0,9000.0,
Kitopi,5,20200.0,20000.0,17000.0,22000.0,2049.39015319192
Klika Tech sp. z o.o.,4,19450.0,18740.0,18480.0,21840.0,1612.079402510931
Knowit Poland sp. z o.o. ,19,20160.0,20160.0,20160.0,20160.0,0.0
Kongsberg Maritime Poland Sp. z  o.o.,4,8000.0,9000.0,5000.0,9000.0,2000.0
Krakow Direct,5,16000.0,16000.0,16000.0,16000.0,0.0
Kredyt Inkaso,1,9000.0,9000.0,9000.0,9000.0,
L2BEAT,2,24000.0,24000.0,23000.0,25000.0,1414.213562373095
L2Beat,1,15000.0,15000.0,15000.0,15000.0,
LLInformatics ,10,12000.0,12000.0,12000.0,12000.0,0.0
LSJ HR Group,4,7000.0,7000.0,7000.0,7000.0,0.0
LTIMindtree,1,20000.0,20000.0,20000.0,20000.0,
Laurens Coster Sp. z o.o.,11,9545.454545454546,11000.0,7000.0,11000.0,2018.099916438052
Lead Investments Sp. z o.o.,4,8000.0,8000.0,8000.0,8000.0,0.0
LegalZoom,2,22500.0,22500.0,20000.0,25000.0,3535.5339059327375
Lekta AI,1,6000.0,6000.0,6000.0,6000.0,
Lemisoft,11,12000.0,12000.0,12000.0,12000.0,0.0
LeoVegas,2,15000.0,15000.0,14000.0,16000.0,1414.213562373095
Lerta,3,12500.0,12500.0,12500.0,12500.0,0.0
Let's automate,1,10000.0,10000.0,10000.0,10000.0,
Ligo Headhunters,8,21690.625,18500.0,10000.0,32175.0,9171.587897064031
Limango Polska,21,16761.904761904763,17000.0,14000.0,17000.0,768.4244858645466
Lingventa sp. z o.o.,1,10000.0,10000.0,10000.0,10000.0,
Link Group,9,15760.0,13000.0,10000.0,25000.0,5167.049448186073
Lionbridge,1,25000.0,25000.0,25000.0,25000.0,
LiveChat Software SA,10,16400.0,17000.0,14500.0,20000.0,1867.85676348292
LiveKid,3,14000.0,14000.0,14000.0,14000.0,0.0
Lottomerkury Sp. z o.o.,1,30000.0,30000.0,30000.0,30000.0,
Lunching.pl,1,17000.0,17000.0,17000.0,17000.0,
Luxdone,5,19000.0,19000.0,19000.0,19000.0,0.0
Luxoft Poland,8,16125.0,15000.0,15000.0,18000.0,1552.6475085202972
MAN Trucks Sp. z o.o.,4,10000.0,10000.0,6000.0,14000.0,3651.4837167011074
MANGOPAY,1,17000.0,17000.0,17000.0,17000.0,
MAXTO,1,10000.0,10000.0,10000.0,10000.0,
MAZAJ Poland,1,19800.0,19800.0,19800.0,19800.0,
MEV,3,12870.0,12870.0,12870.0,12870.0,0.0
MH Sp. z o.o.,1,12000.0,12000.0,12000.0,12000.0,
MM Packaging Polska Sp.z o.o.,2,9000.0,9000.0,9000.0,9000.0,0.0
MPC,3,14000.0,14000.0,13000.0,15000.0,1000.0
MUSCODE Sp. z o. o.,1,4000.0,4000.0,4000.0,4000.0,
Macopedia,8,11125.0,11000.0,11000.0,12000.0,353.55339059327383
Macrix Technology Group,9,16000.0,15500.0,15500.0,20000.0,1500.0
Marcel S.A.,1,6000.0,6000.0,6000.0,6000.0,
March Networks Poland ,1,16000.0,16000.0,16000.0,16000.0,
Margo,12,16833.333333333332,16000.0,16000.0,21000.0,1946.2473604038069
Master Care sp.z o.o.,1,20000.0,20000.0,20000.0,20000.0,
Master of Code Global,10,10725.0,10725.0,10725.0,10725.0,0.0
MasterBorn Sp. z o.o.,23,13739.130434782608,11000.0,8000.0,17000.0,3250.4180333157683
Match-Trade Technologies,3,13000.0,15000.0,5500.0,18500.0,6726.812023536855
Maxio,1,18000.0,18000.0,18000.0,18000.0,
Mc COMP S.A.,9,12444.444444444445,12000.0,11000.0,14000.0,1509.2308563562362
Meant4.com,1,18000.0,18000.0,18000.0,18000.0,
Measure Studio,1,19305.0,19305.0,19305.0,19305.0,
Media4U,2,10650.0,10650.0,8000.0,13300.0,3747.6659402887017
Medidesk,1,20000.0,20000.0,20000.0,20000.0,
Medius,1,14500.0,14500.0,14500.0,14500.0,
Medpace,12,14666.666666666666,14000.0,14000.0,21000.0,2015.0945537631876
Meritus Systemy Informatyczne,1,10000.0,10000.0,10000.0,10000.0,
Merixstudio,4,11500.0,11250.0,8000.0,15500.0,3582.364210034113
Mikronika,2,7500.0,7500.0,7500.0,7500.0,0.0
Mindbox,25,28128.0,30000.0,25200.0,32000.0,2722.058044935853
Miquido,9,15100.0,13400.0,11700.0,20200.0,3895.1893407124644
Mobile Labs,1,11000.0,11000.0,11000.0,11000.0,
Mobile Reality,2,14000.0,14000.0,12000.0,16000.0,2828.42712474619
Mobile Vikings,21,12619.047619047618,13000.0,8000.0,13000.0,1244.0333788202984
Montrose Software (Polska) Sp.z.o.o,4,21400.0,21400.0,21400.0,21400.0,0.0
Mood Up Team,1,12000.0,12000.0,12000.0,12000.0,
Motorola Solutions,1,10000.0,10000.0,10000.0,10000.0,
Mudita,7,20857.14285714286,24000.0,10000.0,24000.0,5145.5019654248
Murka,19,9340.0,9340.0,9340.0,9340.0,0.0
N-iX,27,19124.296296296296,17160.0,8580.0,34320.0,7381.791542056059
NATEK,5,20200.0,19500.0,15000.0,28500.0,5179.285665031424
NFQ,7,17085.714285714286,17200.0,14000.0,20000.0,2451.8214803342785
Nais,2,6500.0,6500.0,5000.0,8000.0,2121.3203435596424
Nanores,1,13200.0,13200.0,13200.0,13200.0,
NaviParking,31,15322.58064516129,17000.0,12000.0,20000.0,2561.0817606914143
Navigal Sp. z o.o.,3,12000.0,12000.0,12000.0,12000.0,0.0
Neo-vinci Sp. z o.o.,1,5000.0,5000.0,5000.0,5000.0,
Neontri,14,17622.85714285714,18000.0,10000.0,23520.0,3189.394513483298
Net Innovation Software,3,5500.0,6000.0,4500.0,6000.0,866.0254037844386
Netcompany Poland,4,13500.0,14000.0,9000.0,17000.0,4123.105625617661
Netguru,25,16800.0,16800.0,16800.0,16800.0,0.0
Nethone,6,14666.666666666666,15000.0,13000.0,15000.0,816.496580927726
NetworkedAssets,1,20000.0,20000.0,20000.0,20000.0,
NeuroSYS,15,11600.0,11000.0,6000.0,17000.0,3906.0392800307136
New-Invest IT,1,15000.0,15000.0,15000.0,15000.0,
Nexio Management,6,16833.333333333332,17000.0,16000.0,18000.0,752.7726527090811
Next Technology Professionals,6,25340.0,26880.0,21000.0,26880.0,2515.329004325279
NiceProject,3,18000.0,18000.0,18000.0,18000.0,0.0
NoA Ignite (formerly Making Waves),1,12800.0,12800.0,12800.0,12800.0,
Noctuai,5,12600.0,12000.0,12000.0,15000.0,1341.640786499874
Nomtek,1,13000.0,13000.0,13000.0,13000.0,
Norbsoft,1,16000.0,16000.0,16000.0,16000.0,
Nord Security,1,16819.0,16819.0,16819.0,16819.0,
NordHR,2,8000.0,8000.0,8000.0,8000.0,0.0
Nordea,8,11162.5,13250.0,6150.0,15000.0,3527.1143608175958
Nordic Services sp. z o.o.,1,20000.0,20000.0,20000.0,20000.0,
Nortal,5,26100.0,27500.0,24000.0,27500.0,1917.0289512680815
North.pl,1,5000.0,5000.0,5000.0,5000.0,
NorthGravity,1,18000.0,18000.0,18000.0,18000.0,
Northmill Bank AB,1,17000.0,17000.0,17000.0,17000.0,
Northpass,3,10000.0,5000.0,5000.0,20000.0,8660.254037844386
Nova Tracking,1,12000.0,12000.0,12000.0,12000.0,
Ntiative,30,29000.0,29000.0,29000.0,29000.0,0.0
OChK,2,14500.0,14500.0,13000.0,16000.0,2121.3203435596424
OKTAN ENERGY & V/L SERVICE sp. z o.o.,1,7000.0,7000.0,7000.0,7000.0,
OSOM STUDIO,2,9000.0,9000.0,9000.0,9000.0,0.0
OUTWORKING S.A>,2,5000.0,5000.0,5000.0,5000.0,0.0
Oakfusion,1,22000.0,22000.0,22000.0,22000.0,
Objectivity,14,16322.857142857143,16500.0,6000.0,30240.0,5471.9402670089785
Ocado Technology,2,8000.0,8000.0,8000.0,8000.0,0.0
Odrabiamy.pl,10,14000.0,14000.0,14000.0,14000.0,0.0
Oferteo,1,12000.0,12000.0,12000.0,12000.0,
Omada Poland,3,21013.333333333332,21840.0,16000.0,25200.0,4655.37681969283
Omega Code,1,16500.0,16500.0,16500.0,16500.0,
Onwelo S.A.,2,18900.0,18900.0,18900.0,18900.0,0.0
Onwelo Sp. z o.o.,31,14009.677419354839,14000.0,10000.0,18000.0,2023.9573181780422
Open Loyalty,3,6000.0,6000.0,6000.0,6000.0,0.0
Opera Software,6,14000.0,13500.0,12000.0,17000.0,1788.854381999832
Oponeo.pl,2,7950.0,7950.0,5900.0,10000.0,2899.137802864845
OpsTalent,4,15500.0,16500.0,9000.0,20000.0,4795.83152331272
Optifly,1,21015.0,21015.0,21015.0,21015.0,
Optineo,1,12000.0,12000.0,12000.0,12000.0,
Optiveum,6,20500.0,20000.0,17000.0,28000.0,4037.32584763727
Order Group,24,17000.0,18000.0,12000.0,18000.0,2284.1609628806427
Ordersoft sp. z o.o.,2,10000.0,10000.0,10000.0,10000.0,0.0
Orsted,2,17000.0,17000.0,17000.0,17000.0,0.0
Orteh Sp. z o.o.,1,18500.0,18500.0,18500.0,18500.0,
P&P Solutions,3,16666.666666666668,16000.0,14000.0,20000.0,3055.0504633038936
PCMI,1,30000.0,30000.0,30000.0,30000.0,
PCSS,8,8000.0,8000.0,8000.0,8000.0,0.0
PDA IT Solutions,1,8000.0,8000.0,8000.0,8000.0,
